"Year"	"Age"	"Female"	"Male"	"Total"
1995	35	4230	10154	14384
1995	40	4777	10053	14830
1995	45	6126	10623	16749
1995	50	7651	11935	19586
1995	55	9927	13527	23454
1995	60	12599	15803	28402
1995	65	14574	17231	31805
1995	70	16335	19205	35540
1995	75	15712	16992	32704
1995	80	18223	17220	35443
1995	85	35941	26563	62504
1996	0	19726	25916	45642
1996	1	4742	5630	10372
1996	5	1707	2397	4104
1996	10	1605	2380	3985
1996	15	2471	6087	8558
1996	20	2793	8585	11378
1996	25	2845	8953	11798
1996	30	3262	9361	12623
1996	35	41235	9937	51172
1996	40	4997	9789	14786
1996	45	6135	10844	16979
1996	50	7642	11754	19396
1996	55	9970	13827	23797
1996	60	12716	16033	28749
1996	65	15473	17930	33403
1996	70	16743	19719	36462
1996	75	17007	18702	35709
1996	80	17843	16748	34591
1996	85	38538	29007	67545
1997	0	19145	25165	44310
1997	1	4326	5044	9370
1997	5	1741	2266	4007
1997	10	1480	2465	3945
1997	15	2556	5925	8481
1997	20	2808	8764	11572
1997	25	2888	8944	11832
1997	30	3278	9153	12431
1997	35	4216	10059	14275
1997	40	5092	10346	15438
1997	45	6251	11056	17307
1997	50	8078	12322	20400
1997	55	10129	14032	24161
1997	60	13230	16627	29857
1997	65	15701	18461	34162
1997	70	17350	20331	37681
1997	75	17985	19639	37624
1997	80	17661	16581	34242
1997	85	38293	28692	66985
1998	0	19548	23557	43105
1998	1	3912	4628	8540
1998	5	1613	2236	3849
1998	10	1548	2483	4031
1998	15	2479	5673	8152
1998	20	2939	8333	11272
1998	25	3079	9028	12107
1998	30	3467	9180	12647
1998	35	4187	10376	14563
1998	40	5126	10681	15807
1998	45	6618	11504	18122
1998	50	8262	12535	20797
1998	55	10410	14604	25014
1998	60	13387	16627	30014
1998	65	16132	19332	35464
1998	70	17401	20257	37658
1998	75	19029	20793	39822
1998	80	17730	16588	34318
1998	85	39593	28897	68490
1999	0	17463	22754	40217
1999	1	3515	4256	7771
1999	5	1535	2122	3657
1999	10	1498	2328	3826
1999	15	2342	5469	7811
1999	20	2664	7714	10378
1999	25	2899	8574	11473
1999	30	3340	8852	12192
1999	35	4152	10017	14169
1999	40	5189	10424	15613
1999	45	6713	11403	18116
1999	50	8531	12786	21317
1999	55	10733	14665	25398
1999	60	13544	17084	30628
1999	65	16964	19776	36740
1999	70	18289	20596	38885
1999	75	19608	21743	41351
1999	80	17544	16704	34248
1999	85	38718	29059	67777
2000	0	16769	21793	38562
2000	1	3236	3726	6962
2000	5	1432	2025	3457
2000	10	1466	2252	3718
2000	15	2282	5106	7388
2000	20	2606	7388	9994
2000	25	2911	8380	11291
2000	30	3271	8737	12008
2000	35	4107	9848	13955
2000	40	5109	10387	15496
2000	45	6603	11455	18058
2000	50	8493	12574	21067
2000	55	10653	14839	25492
2000	60	13747	17100	30847
2000	65	16467	19510	35977
2000	70	18506	20865	39371
2000	75	19424	21513	40937
2000	80	17847	17043	34890
2000	85	37567	28336	65903
2001	0	15487	20302	35789
2001	1	2996	3613	6609
2001	5	1391	1975	3366
2001	10	1470	2295	3765
2001	15	2350	5118	7468
2001	20	2566	7165	9731
2001	25	2902	8149	11051
2001	30	3293	8615	11908
2001	35	4166	9447	13613
2001	40	5373	10349	15722
2001	45	6668	11658	18326
2001	50	8683	13315	21998
2001	55	10977	14885	25862
2001	60	14125	17342	31467
2001	65	16584	19810	36394
2001	70	19125	21550	40675
2001	75	20187	22058	42245
2001	80	19212	18377	37589
2001	85	38574	28504	67078
2002	0	15683	20720	36403
2002	1	3056	3747	6803
2002	5	1392	1901	3293
2002	10	1481	2280	3761
2002	15	2365	5275	7640
2002	20	2669	7191	9860
2002	25	2849	8077	10926
2002	30	3421	8679	12100
2002	35	4197	9459	13656
2002	40	5356	10835	16191
2002	45	7123	12106	19229
2002	50	9136	13598	22734
2002	55	11182	15664	26846
2002	60	14260	18212	32472
2002	65	17246	20981	38227
2002	70	21133	22593	43726
2002	75	20698	23023	43721
2002	80	17642	20042	37684
2002	85	22332	29643	51975
2003	0	14236	19008	33244
2003	1	3036	3655	6691
2003	5	1328	1819	3147
2003	10	1541	2263	3804
2003	15	2304	5023	7327
2003	20	2597	6959	9556
2003	25	2939	8124	11063
2003	30	3449	8946	12395
2003	35	4139	9770	13909
2003	40	5571	10940	16511
2003	45	7213	12585	19798
2003	50	9467	13947	23414
2003	55	11714	16219	27933
2003	60	14930	18700	33630
2003	65	18021	21496	39517
2003	70	20963	23919	44882
2003	75	22165	23575	45740
2003	80	22312	21851	44163
2003	85	41616	31210	72826
2004	0	14163	18524	32687
2004	1	2996	3604	6600
2004	5	1349	1769	3118
2004	10	1397	2129	3526
2004	15	2304	5056	7360
2004	20	2660	6810	9470
2004	25	2893	7830	10723
2004	30	3260	8783	12043
2004	35	4100	9615	13715
2004	40	5404	10959	16363
2004	45	7422	12438	19860
2004	50	9520	14300	23820
2004	55	11906	16315	28221
2004	60	15303	19019	34322
2004	65	17936	21527	39463
2004	70	21164	24107	45271
2004	75	22405	23665	46070
2004	80	23300	23032	46332
2004	85	41286	31088	72374
2005	0	14318	18214	32532
2005	1	2953	3514	6467
2005	5	1400	1774	3174
2005	10	1499	2145	3644
2005	15	2355	5142	7497
2005	20	2676	7147	9823
2005	25	2965	7943	10908
2005	30	3442	9097	12539
2005	35	4108	9953	14061
2005	40	5681	11366	17047
2005	45	7764	13074	20838
2005	50	9760	14997	24757
2005	55	12607	17098	29705
2005	60	15748	19621	35369
2005	65	18724	22211	40935
2005	70	22034	24994	47028
2005	75	24018	25374	49392
2005	80	24810	24789	49599
2005	85	44549	33161	77710
2006	0	13442	17369	30811
2006	1	2747	3328	6075
2006	5	1258	1718	2976
2006	10	1477	2201	3678
2006	15	2369	5246	7615
2006	20	2649	7025	9674
2006	25	2827	7918	10745
2006	30	3459	9243	12702
2006	35	4260	9935	14195
2006	40	5508	11262	16770
2006	45	7782	13193	20975
2006	50	10115	15261	25376
2006	55	12706	17521	30227
2006	60	15684	19427	35111
2006	65	18670	22517	41187
2006	70	21504	25000	46504
2006	75	24239	25832	50071
2006	80	24512	24494	49006
2006	85	44200	292351	336551
2007	0	13136	17183	30319
2007	1	2744	3301	6045
2007	5	1334	1630	2964
2007	10	1446	2118	3564
2007	15	2435	5494	7929
2007	20	2616	7344	9960
2007	25	2894	8200	11094
2007	30	3512	9438	12950
2007	35	4368	10479	14847
2007	40	5919	11626	17545
2007	45	7919	13973	21892
2007	50	10478	16180	26658
2007	55	13254	18241	31495
2007	60	16338	20548	36886
2007	65	19249	23225	42474
2007	70	22876	26245	49121
2007	75	25561	26855	52416
2007	80	25753	25377	51130
2007	85	46678	35105	81783
2008	0	12845	16573	29418
2008	1	2594	3126	5720
2008	5	1220	1664	2884
2008	10	1522	2158	3680
2008	15	2478	5974	8452
2008	20	2651	8210	10861
2008	25	2988	9036	12024
2008	30	3578	10372	13950
2008	35	4452	11421	15873
2008	40	5993	12478	18471
2008	45	8310	14597	22907
2008	50	11125	17312	28437
2008	55	13578	19097	32675
2008	60	17332	21668	39000
2008	65	19954	24000	43954
2008	70	23879	27719	51598
2008	75	26817	28801	55618
2008	80	27373	26402	53775
2008	85	49088	37985	87073
