"Year"	"Age"	"Female"	"Male"	"Total"
"2011"	"75"	10281	11143	21424
"2011"	"80"	11823	11867	23690
"2011"	"85"	19398	15024	34422
"2012"	"0"	3627	4647	8274
"2012"	"1"	715	868	1583
"2012"	"5"	388	510	898
"2012"	"10"	528	687	1215
"2012"	"15"	911	3422	4333
"2012"	"20"	1074	4996	6070
"2012"	"25"	1196	4788	5984
"2012"	"30"	1332	4235	5567
"2012"	"35"	1556	3561	5117
"2012"	"40"	1951	3739	5690
"2012"	"45"	2643	4190	6833
"2012"	"50"	3455	5058	8513
"2012"	"55"	4480	6498	10978
"2012"	"60"	5305	7408	12713
"2012"	"65"	6186	8301	14487
"2012"	"70"	8356	10525	18881
"2012"	"75"	10560	11660	22220
"2012"	"80"	11883	12139	24022
"2012"	"85"	20511	15867	36378
